,Day +1,Day +2,Day +7,Day +14,Day +28,Day +63
2017-03-03,0.9999980097231713,-6.260871887207031,-6.956523397694454,-10.608697974163547,-17.739130103069797,-29.043479587720782
2017-05-26,0.7146472106073247,-7.1975489353216915,-3.4201126650090288,-12.710565348256154,-0.9188376915454199,9.39254792371618
2017-09-01,-0.22726925936612474,-2.7727300470525478,-0.8181832053444538,0.0,0.7272720336914062,26.727268912575468
2017-12-01,-0.11092876872980639,-7.210211286192944,-2.440380018307593,-1.4697797387958644,-2.163068675232708,-9.068220558043848
2018-03-02,-0.36017338177387614,8.978651336169634,23.462832511428132,39.10471103839163,24.208901739107475,39.41342967791371
2018-05-25,-1.0285731724330276,0.2285693940662128,8.171430315290166,7.352382114955347,4.038093203590037,-7.161901564825143
2018-08-31,-0.24857846308069043,-0.5681812794001644,-8.345171854415653,-7.688206746839427,-23.61505559149144,-23.490766359951095
2018-11-28,-0.49878240313452693,2.0763263363144517,-3.862663109173454,3.8858583803470452,-6.901748070327784,22.978770176279625
2019-03-01,1.2759652683707543,-1.1275995831226453,2.1958393086546124,14.362017931793432,9.436202472353898,12.789309973350328
2019-05-30,-20.263236311342837,-14.56993752163062,-15.365775426295656,-15.212726307190678,-23.262928987076975,-33.02724093335033
2019-08-28,24.48979154918065,23.163259794989216,23.21428136992394,39.336729257219105,33.82652567208493,49.744896991011615
2019-11-25,20.0,16.55651590098506,21.217385996942937,17.530437967051625,11.51304825492528,14.747831925101892
2020-02-26,-24.97701887556103,-30.309534089047858,-30.8918219463513,-47.83941188897185,-43.30371009985201,-37.17438146199817
2020-11-23,7.341061478731859,-0.9483616330415288,-3.8637109260663607,0.14050198978607398,17.435893622333836,8.816298873967526
2021-02-24,3.9000572553287753,-8.439977097868493,-9.323581640450016,-15.996343841611733,-16.33150719132044,-13.436928362030358
2021-05-26,-0.06325255291851306,-0.44276183833417804,3.073998067437273,9.25046569284919,23.687538179394153,14.547755406009188
2021-09-01,6.98240314772913,8.497968402744476,16.184030903280018,15.426253437744194,2.110957410531938,-1.488495874706956
2021-11-23,2.9066867494425424,6.200112122587356,3.0079787819477843,4.235718771822093,-1.3505292101820885,-24.15593095234415
2022-03-02,3.08143853827967,-4.98899706138171,-12.80264028545578,-15.590608819941039,-1.3939877656810324,-5.1357285648405195
2022-05-25,-35.107378295886406,-22.969187949439046,-25.39682779963293,-25.676937350186975,-29.41176549157548,-30.01867545412395
2022-08-31,21.329483796466263,28.959540172402285,30.231223585149678,32.94798274169139,21.5607029715611,58.26589808230972
