,Day +1,Day +2,Day +7,Day +14,Day +28,Day +63
2013-11-05,1.2376284952223102,-1.113863285120047,-0.7425676548133282,-1.113863285120047,61.01485583819829,60.76732541799379
2014-08-06,0.7159916847488006,3.420845788507364,5.648369573464038,6.921240307725014,12.171843466913487,4.295942521584763
2014-10-31,0.0,4.628568376813618,7.257145472935278,9.600001743861625,10.057144165039062,11.65714808872768
2015-02-26,0.03955786633787284,-1.5031687412729156,-0.15823146535147714,-2.0569637802200162,0.9098082910964109,-3.718356441952892
2015-05-01,0.4192096467646991,4.535063050447974,4.9923760570465845,1.4862781747342098,-2.17225495349129,-1.410056917348058
2015-08-08,2.1149046752629914,2.64363756719672,1.7976676293499452,-0.5639821996038563,-13.605923497236887,18.082478001453666
2015-10-31,0.4437442167434682,2.7892269077507024,2.503964927515298,-3.3280483754407015,-34.23137717345557,-32.36132910101428
2016-02-25,0.30991458703933006,1.6528909335525412,2.5826445466776278,-2.634298619852032,-6.973142246431024,-11.363639946184406
2016-05-03,-0.9786992981023275,-0.40300287156429704,4.49049361894734,10.362689407561291,11.801952435317318,6.160044001882966
2016-07-29,0.045999213372198255,-1.701927027507665,-2.069911961032517,1.1039548005745985,7.773691590847221,15.777370475102657
2016-11-05,1.2690354838478726,-2.0304645197344797,11.675122578611322,20.304567741565705,23.350245157222645,44.16242902872196
2017-02-22,0.0,-2.0146492763043824,-0.3662947872369955,-6.410256589400646,-15.384611622586405,-4.761902100333231
2017-04-26,-0.1919356565255299,-1.3435642394306342,-1.727442874357635,-5.56621457987589,-4.030707362043799,-0.1919356565255299
2017-08-01,-0.8438850485279517,-1.2658275727919062,-0.42194252426398293,-0.42194252426398293,-5.696203957852916,-1.2658275727919062
2017-11-09,0.0,-1.1881157903387987,-0.19801678043779702,4.356437154335552,2.5742559149714026,14.257427253345469
2018-02-21,0.3215446310068444,-0.16077538198030084,-1.446947773053978,-1.92926165308738,4.983926448221894,7.717040479395806
2018-04-25,-0.2976145198283717,-4.017852784013883,-1.6369025655884002,-0.2976145198283717,5.357152183040071,3.273816484442932
2018-07-26,-1.307964915670695,-0.11890425200408572,4.399529898654237,5.8263990663290315,7.491085809824867,15.57669287967012
2018-10-30,0.0,-3.0918323670284593,-0.6691299365628538,4.29164883203282,-0.9460079510120352,-13.336406919582686
2019-03-01,-0.060977006795397415,-3.6585331814122384,-5.182923460772528,-3.5365849829088774,-4.2682916191913165,-10.518289438533529
2019-04-25,-0.49999872843424953,-1.5999984741210938,-0.6666692097981723,-1.2999979654947964,-6.700000762939453,-8.199996948242188
2019-08-01,-0.239518833412248,4.790422353243429,9.30139718431171,7.3453102140844635,-3.5129708086564477,14.650699353572506
2019-10-31,0.4795247430461558,0.1475433687870833,8.078194678729588,11.139795213659625,7.7462133044705155,-0.5533069808254822
2020-03-03,2.1897848157965285,3.3576669570539224,10.364969086100587,-8.321163737022374,-14.257900275456436,-16.15571687631416
2020-04-28,3.7077442721821967,2.6172275803858014,-3.053432177116761,-2.9443888278874795,1.2540869156092924,-3.162485926283992
2021-04-29,0.0720477579206289,1.8011527229016053,3.818441848712766,0.7204569666492233,1.2247844012412799,1.5850163199920786
2021-07-29,-1.1404123339796115,1.2116898042017397,-0.57020616698982,4.419101192867814,-1.6393410307472607,-7.341409498038999
