Key,Values
..,"ALE, AVA, AWR, AY, BKH, CPK, CWCO, CWT, GNE, GWRS, HE, IDA, MNTK, NFG, NJR, NOVA, NWE, NWN, OGE, OGS, ORA, OTTR, PCYO, PNM, PNW, POR, RNW, SJW, SR, SWX, UGI, UTL"
