,Day +1,Day +2,Day +7,Day +14,Day +28,Day +63
2010-07-31,0.36451828816222687,0.1511418533183715,-0.19559464133224225,-2.25823520725465,-1.8048113430646904,0.017781793511609578
2010-10-29,0.1511418721203448,-0.28450194851702904,1.6092152061528218,0.7023656691961264,0.6223492842050398,3.8941250836816543
2013-04-30,-1.027511953356754,-0.7773361376286338,-0.28591619180066985,0.09828433000457792,2.1354380486818094,3.538215429825673
2013-07-30,0.21527040085589277,0.8610747602096822,0.026907517004381987,0.9418007328297726,-0.7624110131878261,0.771380755790446
2014-02-22,0.027101559604751913,0.7858797575102869,2.0866409057011026,1.4723917242612146,-0.4335870493969409,-2.068570902068892
2014-07-30,0.10927866703918454,-0.4189044519053837,-0.24587960626782035,0.9470910447561423,1.3933142949447728,-1.0745834019528928
2014-10-28,-0.10973047347869169,-0.5760727772102499,0.40233460494797413,0.5120615902687007,-0.38404968085949065,1.3258767503668523
2015-02-26,-0.1743599983927524,2.0647629234663256,4.010227453396936,4.845309206862062,7.570797386043182,7.855273592865167
2015-05-05,-0.11046402994399784,1.0494170634384972,1.178292350304531,1.0310058065164682,-0.41424450177525074,-1.41763517870276
2015-08-08,0.07391474928334674,0.14783302318399905,0.47121665995609163,-0.7761242528703249,-4.268685153095433,-5.220360019553851
2015-11-09,0.0,0.8350570016968604,-0.7979425706376801,0.7051564929897225,1.5123794411056721,-3.6000184059208706
2016-02-25,0.08387747935563539,-0.10252165966002025,2.1343000065490045,3.6441586309927274,5.2938130543625235,8.313526747914302
2016-05-03,0.028076386180359236,0.37436490662686595,-0.9827127889788017,-0.08423272878346211,0.6645006547126613,3.2569928958899226
2016-08-06,-0.16906515790282128,-0.9204638691644291,-1.8127514063289425,-0.5635481377082883,0.12210341025240723,-2.648682696541961
2016-11-02,0.23568270687766102,-0.8484591832526576,0.8955950053816508,5.750656609321801,8.720260154473394,7.306163913207435
2017-02-24,0.0,0.04728903301626275,-1.607726108445128,-4.066607911775776,-3.4518865590314363,-1.465869832336459
2017-05-03,0.04745854161924967,2.040594189962178,1.708406122097827,-1.6134890388593277,5.599767576701993,4.6031961319521315
2017-08-02,-1.4210854715202004e-14,-3.1882620800945034,-2.4744733626466626,-2.4268845437364064,-3.949632355418288,8.279946217981276
2017-10-31,-0.47686167806789115,-3.5287735071696744,-6.914494331984372,-13.447497866248085,-9.823346202399435,-13.685928705282038
2018-02-16,0.0,0.1911539216138749,2.1505144324022325,0.4778920960893913,4.778920960893842,0.0477848343761309
2018-05-01,-0.04790166747143587,-1.5806600125696804,-0.7663828269332669,-0.33528974599518335,3.257116051313986,0.7184811594618452
2018-07-31,-1.4210854715202004e-14,-2.784559680933242,-4.320866196924484,-0.9601924882054504,2.9285900193014953,10.10122907830609
2018-10-30,1.0970110032651803,-0.36567522888618953,-1.433818680754399,1.9341993605642074,-8.13136224763008,-18.629951810172372
2019-02-15,-0.627204238357578,-0.5114176700407569,0.08683992623761583,-0.4149190473616642,-0.19298988354688618,7.989597133558135
2019-05-04,-1.7025432056516223,-1.1414816889716235,-4.149962901930309,-4.082248199209502,-10.524842736365244,-1.6348285029308016
2019-08-03,-1.435374334463475,-1.0183383995779849,-0.9989446488401512,-2.521609360050732,-2.0463847735810106,0.9310554222016094
2019-11-03,0.5932075049759788,3.0924559989685605,6.5544480586762575,5.465286018872462,5.4069327529115725,14.655127826516761
2020-02-14,-0.8673491639888766,0.633459176062189,-2.6215352262818925,-8.342148109928289,-32.10168152281737,-27.5212981301744
2020-05-02,-1.0171177278566006,0.39120027402555024,1.261616966431987,4.537905271037346,14.034254801922714,17.114946700277613
2021-02-18,1.879346957039587,4.978781561009583,16.146613254832516,25.622035765930804,25.7007535195838,30.295795415207806
2021-05-08,-0.669987201708409,-6.48318308569938,-11.370192775424897,-13.271802397722865,-15.153702092244146,-6.828024133306997
2021-11-06,0.41490798249040495,-2.19309581734899,-2.8055768761882405,-4.781337787395643,-1.9461257034480752,-18.987063562611866
2022-08-05,1.87445126252004,-2.410017413675604,0.4562073238976154,5.018371362447198,-13.825324663563407,-34.85093444130081
2022-11-05,2.463581895442303,3.3079622402885036,13.351049891608085,18.089483928540176,15.437141963547532,16.96695797410203
