,Day +1,Day +2,Day +7,Day +14,Day +28,Day +63
2008-04-08,0.05162406390914498,-0.01475013444553852,-0.6194915802102123,-1.7183512766985043,-3.6137006501178703,-3.5547008156608353
2008-05-04,0.07374857808473756,0.30974515327633156,-0.10324885330895839,0.02949957189894903,0.730114931992949,-0.9734872793158686
2008-07-30,-0.08906758370733492,0.17071404852549144,0.3562731662367771,0.3191619089760067,-0.6977019711396153,-2.686895939517191
2008-10-29,-0.3731013180863565,-0.38802571239426964,1.0969180744314873,-0.19401285619713526,-0.4104115922218501,0.6641198907477683
2009-02-11,-0.21820405278749622,-0.41383547047866553,-0.35364129850771064,-0.9480592848992417,-1.3468458535996017,-0.02257263509632601
2009-04-29,-0.17456446027347017,-0.22010342424153162,0.24287254431692418,0.3946686083322781,-0.09866715208306953,0.6375411526492023
2009-07-29,-0.022948441129909014,-0.09944105641247258,-0.07649334477716341,0.3365691121313983,0.40541297653192565,0.2906736888607817
2009-10-27,0.34679460447564736,-0.454686569515264,-0.13871740081792794,-0.3467946044756456,-0.7398288325265252,0.21578393007923857
2010-02-10,-0.0077629281649080895,0.14749267387893106,0.031050972346051253,-0.10867803305439594,1.040208684063126,2.049366395780199
2010-04-28,0.10938619058734034,0.10157273158843161,-0.35159745849382773,-0.10938619058734211,-1.586095665287905,-2.383050599997542
2010-07-28,0.0864596971091256,0.1257598320088107,0.22793988291289935,-0.04716031179716573,-0.7152596067408954,1.06109989435285
2010-10-27,-0.3083694272404749,-0.03162765289806657,0.11860426391479706,0.15813901855306156,-0.5772048539054087,0.31627728304339797
2011-02-10,-0.023866181900300987,0.0,-0.11933166819374641,-0.46937254329528955,-0.23070844821555525,0.19888661945107167
2011-04-27,-0.0720364679124117,0.7683877188580812,0.5922994232106156,0.4082061426206085,-0.35217811794410636,-0.9364725562121805
2011-07-27,0.07247601593010877,0.08858137059113425,0.3865377276509854,-0.07247601593011055,-0.02415841598263846,-0.6764417913714258
2011-10-26,0.24306260457471396,0.8426172352389365,0.19444977458988255,1.2315167844187052,1.6204163335984738,3.573017891956681
2012-02-14,0.008152361903299266,-1.1494565949962752,-0.47282610606297837,-0.47282610606297837,1.1331518711896802,1.6711953175749983
2012-04-25,0.0,0.5415497043787454,0.0984642939947058,1.058484509036461,0.016410976505259356,0.7220673158629012
2012-07-25,0.25576077751999904,0.363016363133692,2.433857382690519,2.194596132961234,1.584069543018721,3.4569020664021615
2012-10-24,0.2486049989287693,-0.016574088086461103,1.2844617954520423,1.6490838303940016,1.3839047433787712,7.872511653576865
2013-02-13,0.016642378955296522,1.306396593002816,1.6641998050185407,1.7390889232127478,5.042523377712278,11.025323708247832
2013-04-24,-0.2587066647791332,-0.03338212129298057,0.20028954426357615,3.9890711731762636,4.973821466859036,-0.45899302554840204
2013-07-24,0.47674302514755595,5.168901084782014,4.934712424170918,8.698475164123963,4.558332321478169,8.782113059890442
2013-10-30,-1.0139785191814639,-2.430193174959342,1.659241645387553,-0.268159555540322,-0.1256947967938089,7.290598705162367
2014-02-05,0.0,-3.9636943804624423,-8.557223545383778,-4.1064596225099095,0.3946914675354378,-7.389944865167948
2014-04-30,-0.26949280597082037,0.21896170012341543,-2.686507815037473,-3.2928682347756535,-2.4001713071175175,0.9600685228470027
2014-07-30,-0.304379876323857,-0.8370503042600035,-2.4773330767577733,-0.32129040701195066,3.863970790349896,-15.785617545016798
2014-10-29,2.1793941241279455,3.2224501915775043,4.774314609659605,3.392053514274071,3.46837484774181,7.072431706658012
2015-04-30,0.3874064401815005,-0.6715112834697976,0.8264718890779861,-7.619046963989636,-7.2230263102124965,-6.439599216253857
2015-07-29,-0.008660991843051136,1.3426784390097453,-2.148286163307752,-4.547784048054847,-6.765371363950351,0.9528677168557351
2015-10-28,-0.27013324131338834,0.8278246725769094,0.618688723801526,-7.877399776855086,-5.1847931344521,-4.208833129740931
2016-06-23,-1.4041609369166252,-3.0216099970651484,-2.4706083333832964,-0.8709338485296954,1.0664507866202584,5.572202224198797
2016-08-10,0.3288212326912685,0.36437039032120566,1.2086408480295177,2.052914695892099,2.8172046341644474,2.7816554765345103
2016-11-09,-0.08036461345317036,0.9018699294511805,4.643281586236334,7.0810036525950295,9.402642742567913,11.376039715964495
2017-03-08,-0.4770600820501727,-2.0342593734540912,-1.5571992914039114,-2.5473248970052396,-1.7012176237398862,1.9802546448705414
2017-05-05,-0.07201088802672473,0.036005444013362364,-0.2430315965880041,0.6480842575680015,1.746222830630515,0.9811260305212812
2017-08-09,0.16273200215952954,1.7719668582539327,4.2581460094596935,1.0848788648185774,4.014048006220399,8.57053716921751
2017-11-08,-0.045429853849114465,0.236240785736463,0.417963667208582,2.9802427782704086,1.3992616814369754,2.6077158970622776
2018-02-28,0.14592743726397828,0.5928463054971047,3.420259118019814,11.856898275802038,6.922601114775318,9.430791134656516
2018-05-02,-0.9239200375894399,-3.0919213706668387,-2.0399340382603413,-0.9239200375894399,2.2320419596300525,10.904061250227898
2018-08-09,-0.0733956838295029,2.8348400437874517,2.266040992602939,3.7155742509462044,0.9174250496758418,-8.146735421037093
2018-11-10,0.13806077388332483,4.049941875426924,0.8007805782025912,-1.3530517634151948,-7.3819536818209315,-13.59494131368431
2019-02-27,-0.6651152078545266,-2.0507695416173277,0.21246305107429464,-0.5357880338608538,-4.415617349275749,-5.40405049211445
2019-11-07,0.08395508883181435,-2.882571925903065,-3.5822261351708704,-4.515098414194611,-8.274579677150868,-5.699850194215145
